ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2023,131,NHS Dumfries & Galloway,Scotland,,,,Scotland,-3.599237906,55.05630041,1102,-1,-1,0,Suppressed due to small numbers,2.5,4,Within 5%,1.71 to 4.39,1097,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.33 to 1.13,5,4.54,5,Over 5% higher,3.12,4,Within 5%,2.48 to 5.03,5,"Under 2,000 births",2.39,0.68,3.06
2023,132,NHS Fife,Scotland,,,,Scotland,-3.161283618,56.12581322,2767,-1,-1,0,Suppressed due to small numbers,2.86,5,Over 5% higher,2.05 to 3.95,2759,-1,-1,0,Suppressed due to small numbers,0.62,3,5 to 15% lower,0.38 to 1.01,9,3.25,4,Within 5%,3.46,4,Within 5%,2.75 to 4.76,4,"2,000-3,999 births",2.71,0.69,3.39
2023,133,NHS Forth Valley,Scotland,,,,Scotland,-3.848094462,56.0255507,2729,-1,-1,0,Suppressed due to small numbers,2.58,4,Within 5%,1.58 to 3.63,2726,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.40 to 1.04,4,1.47,2,Over 15% lower,3.25,4,Within 5%,2.30 to 4.44,4,"2,000-3,999 births",2.71,0.69,3.39
2023,134,NHS Grampian,Scotland,,,,Scotland,-2.132073324,57.15525996,4856,14,2.88,3,5 to 15% lower,3.17,4,Within 5%,2.47 to 4.63,4842,4,0.83,2,Over 15% lower,1.34,3,5 to 15% lower,0.89 to 1.95,18,3.71,2,Over 15% lower,4.48,4,Within 5%,3.72 to 5.99,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,135,NHS Greater Glasgow and Clyde,Scotland,,,,Scotland,-4.232245951,55.86524198,13290,34,2.56,2,Over 15% lower,3.04,4,Within 5%,2.44 to 4.00,13256,17,1.28,3,5 to 15% lower,1.42,4,Within 5%,0.99 to 2.02,51,3.84,3,5 to 15% lower,4.45,4,Within 5%,3.81 to 5.71,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,136,NHS Highland,Scotland,,,,Scotland,-4.19247156,57.47382323,1828,-1,-1,0,Suppressed due to small numbers,2.31,4,Within 5%,1.33 to 3.33,1826,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.34 to 1.18,3,1.64,2,Over 15% lower,2.97,4,Within 5%,2.11 to 4.17,5,"Under 2,000 births",2.39,0.68,3.06
2023,137,NHS Lanarkshire,Scotland,,,,Scotland,-3.941748679,55.77369601,4090,12,2.93,3,5 to 15% lower,3.36,4,Within 5%,2.50 to 4.43,4078,6,1.47,5,Over 5% higher,1.43,5,Over 5% higher,0.95 to 2.15,18,4.4,3,5 to 15% lower,4.78,4,Within 5%,3.91 to 6.31,2,Level 3 NICU,3.33,1.35,4.67
2023,138,NHS Lothian,Scotland,,,,Scotland,-3.523089391,55.89188825,8001,20,2.5,2,Over 15% lower,3.14,4,Within 5%,2.40 to 4.15,7981,8,1,2,Over 15% lower,1.43,4,Within 5%,0.99 to 2.10,28,3.5,2,Over 15% lower,4.57,4,Within 5%,3.87 to 5.87,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,139,NHS Orkney,Scotland,,,,Scotland,-2.966063684,58.97654423,117,-1,-1,0,Suppressed due to small numbers,2.47,4,Within 5%,1.64 to 4.25,115,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.33 to 1.21,-1,-1,0,Suppressed due to small numbers,3.13,4,Within 5%,2.27 to 5.25,5,"Under 2,000 births",2.39,0.68,3.06
2023,140,NHS Shetland,Scotland,,,,Scotland,-1.155648827,60.15095941,90,-1,-1,0,Suppressed due to small numbers,2.38,4,Within 5%,1.44 to 3.70,90,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.32 to 1.14,-1,-1,0,Suppressed due to small numbers,3.06,4,Within 5%,2.24 to 4.65,5,"Under 2,000 births",2.39,0.68,3.06
2023,141,NHS Tayside,Scotland,,,,Scotland,-2.991362218,56.46165295,3384,9,2.66,2,Over 15% lower,3.4,4,Within 5%,2.50 to 4.69,3375,6,1.78,5,Over 5% higher,1.42,5,Over 5% higher,0.98 to 2.10,15,4.43,3,5 to 15% lower,4.84,4,Within 5%,4.00 to 6.39,2,Level 3 NICU,3.33,1.35,4.67
2023,142,NHS Western Isles,Scotland,,,,Scotland,-6.3858188,58.20806253,127,-1,-1,0,Suppressed due to small numbers,2.42,4,Within 5%,1.47 to 4.06,126,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.32 to 1.19,-1,-1,0,Suppressed due to small numbers,3.1,4,Within 5%,2.21 to 4.99,5,"Under 2,000 births",2.39,0.68,3.06
2023,143,Norfolk and Norwich University Hospitals NHS Foundation Trust,England,,,,East of England,1.221066846,52.61808587,4885,11,2.25,2,Over 15% lower,2.98,4,Within 5%,2.19 to 4.00,4874,11,2.26,5,Over 5% higher,1.57,5,Over 5% higher,1.07 to 2.39,22,4.5,4,Within 5%,4.58,4,Within 5%,3.75 to 6.12,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,146,North Bristol NHS Trust,England,,,,South West,-2.592948534,51.49733293,5351,10,1.87,2,Over 15% lower,3.06,3,5 to 15% lower,1.91 to 3.89,5341,3,0.56,2,Over 15% lower,1.19,3,5 to 15% lower,0.78 to 1.82,13,2.43,2,Over 15% lower,4.24,3,5 to 15% lower,3.06 to 5.46,2,Level 3 NICU,3.33,1.35,4.67
2023,147,North Cumbria Integrated Care NHS Foundation Trust,England,,,,Northern,-2.955294898,54.89574471,2501,-1,-1,0,Suppressed due to small numbers,2.65,4,Within 5%,1.90 to 3.71,2496,-1,-1,0,Suppressed due to small numbers,0.69,4,Within 5%,0.45 to 1.05,7,2.8,2,Over 15% lower,3.35,4,Within 5%,2.68 to 4.45,4,"2,000-3,999 births",2.71,0.69,3.39
2023,151,North Middlesex University Hospital NHS Trust,England,,,,London,-0.074340604,51.61312192,3492,17,4.87,5,Over 5% higher,2.92,5,Over 5% higher,2.29 to 4.38,3475,4,1.15,5,Over 5% higher,0.74,5,Over 5% higher,0.48 to 1.23,21,6.01,5,Over 5% higher,3.66,5,Over 5% higher,3.05 to 5.37,4,"2,000-3,999 births",2.71,0.69,3.39
2023,153,North Tees and Hartlepool NHS Foundation Trust,England,,,,Northern,-1.34675952,54.58293317,2578,-1,-1,0,Suppressed due to small numbers,2.62,4,Within 5%,1.77 to 3.55,2573,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.47 to 1.08,7,2.72,2,Over 15% lower,3.31,4,Within 5%,2.50 to 4.35,4,"2,000-3,999 births",2.71,0.69,3.39
2023,171,North West Anglia NHS Foundation Trust,England,,,,East of England,-0.202678698,52.33334983,5704,16,2.81,4,Within 5%,2.78,4,Within 5%,2.11 to 3.70,5688,3,0.53,2,Over 15% lower,0.74,3,5 to 15% lower,0.48 to 1.15,19,3.33,3,5 to 15% lower,3.52,4,Within 5%,2.94 to 4.69,3,"4,000 or more births",2.81,0.79,3.6
2023,155,Northampton General Hospital NHS Trust,England,,,,East Midlands,-0.886687282,52.23713239,4182,-1,-1,0,Suppressed due to small numbers,2.56,3,5 to 15% lower,1.63 to 3.34,4176,-1,-1,0,Suppressed due to small numbers,0.77,4,Within 5%,0.50 to 1.16,8,1.91,2,Over 15% lower,3.31,3,5 to 15% lower,2.40 to 4.29,3,"4,000 or more births",2.81,0.79,3.6
2023,240,Northern Care Alliance NHS Foundation Trust,England,,,,North West,-2.229486529,53.51788238,4687,15,3.2,4,Within 5%,3.18,4,Within 5%,2.24 to 4.05,4672,7,1.5,5,Over 5% higher,1.33,4,Within 5%,0.88 to 1.98,22,4.69,4,Within 5%,4.5,4,Within 5%,3.50 to 5.73,2,Level 3 NICU,3.33,1.35,4.67
2023,158,Northern Health and Social Care Trust,Northern Ireland,,,,Northern Ireland,-6.187415783,54.73129587,3481,8,2.3,2,Over 15% lower,2.69,4,Within 5%,1.91 to 3.76,3473,3,0.86,5,Over 5% higher,0.72,5,Over 5% higher,0.45 to 1.16,11,3.16,3,5 to 15% lower,3.42,4,Within 5%,2.69 to 4.66,4,"2,000-3,999 births",2.71,0.69,3.39
2023,160,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-0.096213098,53.54486634,3654,14,3.83,5,Over 5% higher,2.87,5,Over 5% higher,2.15 to 4.38,3640,3,0.82,5,Over 5% higher,0.68,4,Within 5%,0.44 to 1.02,17,4.65,5,Over 5% higher,3.53,4,Within 5%,2.84 to 5.09,4,"2,000-3,999 births",2.71,0.69,3.39
2023,162,Northumbria Healthcare NHS Foundation Trust,England,,,,Northern,-1.546601959,55.18431002,3347,-1,-1,0,Suppressed due to small numbers,2.74,4,Within 5%,1.95 to 3.97,3338,-1,-1,0,Suppressed due to small numbers,0.64,3,5 to 15% lower,0.39 to 0.97,9,2.69,2,Over 15% lower,3.38,4,Within 5%,2.62 to 4.69,4,"2,000-3,999 births",2.71,0.69,3.39
2023,163,Nottingham University Hospitals NHS Trust,England,,,,East Midlands,-1.185799632,52.94343883,7373,28,3.8,5,Over 5% higher,3.21,5,Over 5% higher,2.51 to 4.53,7345,12,1.63,5,Over 5% higher,1.43,4,Within 5%,1.03 to 2.08,40,5.43,5,Over 5% higher,4.63,4,Within 5%,3.96 to 6.14,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,166,Oxford University Hospitals NHS Trust,England,,,,Thames Valley and Wessex,-1.219806352,51.76387059,7493,29,3.87,5,Over 5% higher,3.43,5,Over 5% higher,2.64 to 5.01,7464,9,1.21,2,Over 15% lower,1.36,3,5 to 15% lower,0.93 to 1.96,38,5.07,5,Over 5% higher,4.74,5,Over 5% higher,4.00 to 6.44,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,174,Portsmouth Hospitals University NHS Trust,England,,,,Thames Valley and Wessex,-1.071323824,50.84958907,4886,12,2.46,2,Over 15% lower,3.2,4,Within 5%,2.16 to 4.22,4874,10,2.05,5,Over 5% higher,1.52,5,Over 5% higher,1.04 to 2.30,22,4.5,4,Within 5%,4.73,4,Within 5%,3.69 to 6.12,2,Level 3 NICU,3.33,1.35,4.67
2023,175,Powys Teaching Health Board,Wales,,,,Wales,-3.377196373,52.24209297,167,-1,-1,0,Suppressed due to small numbers,2.38,4,Within 5%,1.44 to 3.55,167,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.34 to 1.15,-1,-1,0,Suppressed due to small numbers,3.05,4,Within 5%,1.95 to 4.50,5,"Under 2,000 births",2.39,0.68,3.06
2023,296,RAF Lakenheath (48th Medical Group),England,,,,,0.527771499,52.41794655,381,-1,-1,0,Suppressed due to small numbers,2.38,4,Within 5%,1.36 to 3.72,381,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.32 to 1.19,-1,-1,0,Suppressed due to small numbers,3.05,4,Within 5%,2.05 to 4.71,5,"Under 2,000 births",2.39,0.68,3.06
2023,179,Royal Berkshire NHS Foundation Trust,England,,,,Thames Valley and Wessex,-0.958645039,51.45140241,4614,15,3.25,5,Over 5% higher,2.89,4,Within 5%,2.20 to 3.98,4599,3,0.65,2,Over 15% lower,0.8,4,Within 5%,0.50 to 1.29,18,3.9,5,Over 5% higher,3.69,4,Within 5%,3.05 to 4.99,3,"4,000 or more births",2.81,0.79,3.6
2023,181,Royal Cornwall Hospitals NHS Trust,England,,,,South West,-5.091450065,50.26668644,3633,-1,-1,0,Suppressed due to small numbers,2.65,4,Within 5%,1.85 to 3.74,3625,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.43 to 1.01,10,2.75,2,Over 15% lower,3.33,4,Within 5%,2.65 to 4.49,4,"2,000-3,999 births",2.71,0.69,3.39
2023,182,Royal Devon University Healthcare NHS Foundation Trust,England,,,,South West,-3.506680101,50.71671184,4739,-1,-1,0,Suppressed due to small numbers,2.71,4,Within 5%,1.89 to 3.61,4729,-1,-1,0,Suppressed due to small numbers,0.72,3,5 to 15% lower,0.43 to 1.13,11,2.32,2,Over 15% lower,3.42,4,Within 5%,2.60 to 4.44,3,"4,000 or more births",2.81,0.79,3.6
2023,183,Royal Free London NHS Foundation Trust,England,,,,London,-0.165323655,51.5532242,7478,24,3.21,5,Over 5% higher,2.86,4,Within 5%,2.28 to 3.86,7454,3,0.4,2,Over 15% lower,0.73,3,5 to 15% lower,0.47 to 1.12,27,3.61,4,Within 5%,3.59,4,Within 5%,3.04 to 4.76,3,"4,000 or more births",2.81,0.79,3.6
2023,187,Royal Surrey County Hospital NHS Foundation Trust,England,,,,"Kent, Surrey and Sussex",-0.607462336,51.24102514,2884,-1,-1,0,Suppressed due to small numbers,2.52,3,5 to 15% lower,1.60 to 3.31,2882,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.44 to 1.06,3,1.04,2,Over 15% lower,3.19,3,5 to 15% lower,2.21 to 4.23,4,"2,000-3,999 births",2.71,0.69,3.39
2023,188,Royal United Hospitals Bath NHS Foundation Trust,England,,,,South West,-2.391203448,51.3916653,4195,-1,-1,0,Suppressed due to small numbers,2.63,3,5 to 15% lower,1.79 to 3.64,4189,-1,-1,0,Suppressed due to small numbers,0.73,3,5 to 15% lower,0.46 to 1.16,7,1.67,2,Over 15% lower,3.35,3,5 to 15% lower,2.54 to 4.53,3,"4,000 or more births",2.81,0.79,3.6
2023,190,Salisbury NHS Foundation Trust,England,,,,Thames Valley and Wessex,-1.789822531,51.04395528,2001,-1,-1,0,Suppressed due to small numbers,2.8,4,Within 5%,2.09 to 4.07,1994,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.39 to 1.01,7,3.5,4,Within 5%,3.46,4,Within 5%,2.76 to 4.89,4,"2,000-3,999 births",2.71,0.69,3.39
2023,191,Sandwell and West Birmingham Hospitals NHS Trust,England,,,,West Midlands,-1.92942684,52.48982133,5312,42,7.91,5,Over 5% higher,3.6,5,Over 5% higher,2.35 to 6.20,5270,17,3.23,5,Over 5% higher,1.12,5,Over 5% higher,0.64 to 2.14,59,11.11,5,Over 5% higher,4.73,5,Over 5% higher,3.46 to 7.62,3,"4,000 or more births",2.81,0.79,3.6
2023,195,Sheffield Teaching Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.494766075,53.37905299,5541,18,3.25,5,Over 5% higher,3.06,4,Within 5%,2.41 to 4.12,5523,10,1.81,5,Over 5% higher,1.48,4,Within 5%,1.03 to 2.08,28,5.05,5,Over 5% higher,4.55,4,Within 5%,3.80 to 5.82,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,196,Sherwood Forest Hospitals NHS Foundation Trust,England,,,,East Midlands,-1.238092651,53.13469174,3455,7,2.03,2,Over 15% lower,2.6,4,Within 5%,1.70 to 3.37,3448,5,1.45,5,Over 5% higher,0.73,5,Over 5% higher,0.48 to 1.14,12,3.47,4,Within 5%,3.35,4,Within 5%,2.54 to 4.42,4,"2,000-3,999 births",2.71,0.69,3.39
2023,229,Somerset NHS Foundation Trust,England,,,,South West,-2.63471,50.94484,4172,-1,-1,0,Suppressed due to small numbers,2.8,4,Within 5%,2.10 to 3.70,4161,-1,-1,0,Suppressed due to small numbers,0.72,3,5 to 15% lower,0.42 to 1.15,12,2.88,2,Over 15% lower,3.51,4,Within 5%,2.80 to 4.69,3,"4,000 or more births",2.81,0.79,3.6
2023,203,South Eastern Health and Social Care Trust,Northern Ireland,,,,Northern Ireland,-5.816312587,54.59569535,3657,-1,-1,0,Suppressed due to small numbers,2.71,4,Within 5%,2.01 to 3.83,3649,-1,-1,0,Suppressed due to small numbers,0.69,4,Within 5%,0.43 to 1.11,10,2.73,2,Over 15% lower,3.4,4,Within 5%,2.71 to 4.66,4,"2,000-3,999 births",2.71,0.69,3.39
2023,208,South Tees Hospitals NHS Foundation Trust,England,,,,Northern,-1.214273582,54.55207515,4585,17,3.71,5,Over 5% higher,3.44,4,Within 5%,2.54 to 4.67,4568,3,0.66,2,Over 15% lower,1.18,3,5 to 15% lower,0.74 to 1.76,20,4.36,3,5 to 15% lower,4.56,4,Within 5%,3.57 to 6.01,2,Level 3 NICU,3.33,1.35,4.67
2023,47,South Tyneside and Sunderland NHS Foundation Trust,England,,,,Northern,-1.411018196,54.90306329,3583,6,1.67,2,Over 15% lower,3.08,3,5 to 15% lower,1.93 to 4.12,3577,7,1.96,5,Over 5% higher,1.54,5,Over 5% higher,1.00 to 2.43,13,3.63,2,Over 15% lower,4.58,4,Within 5%,3.37 to 6.08,2,Level 3 NICU,3.33,1.35,4.67
2023,210,South Warwickshire University NHS Foundation Trust,England,,,,West Midlands,-1.5832152,52.28995018,3287,7,2.13,2,Over 15% lower,2.68,4,Within 5%,1.90 to 3.69,3280,3,0.91,5,Over 5% higher,0.73,5,Over 5% higher,0.46 to 1.16,10,3.04,3,5 to 15% lower,3.4,4,Within 5%,2.59 to 4.64,4,"2,000-3,999 births",2.71,0.69,3.39
2023,215,Southern Health and Social Care Trust,Northern Ireland,,,,Northern Ireland,-6.409170158,54.43311586,4799,-1,-1,0,Suppressed due to small numbers,2.67,4,Within 5%,1.91 to 3.65,4790,-1,-1,0,Suppressed due to small numbers,0.74,3,5 to 15% lower,0.47 to 1.20,11,2.29,2,Over 15% lower,3.41,3,5 to 15% lower,2.78 to 4.66,3,"4,000 or more births",2.81,0.79,3.6
2023,218,St George's University Hospitals NHS Foundation Trust,England,,,,London,-0.175745892,51.42672736,4352,20,4.6,5,Over 5% higher,3.31,5,Over 5% higher,2.59 to 5.00,4332,6,1.39,4,Within 5%,1.3,3,5 to 15% lower,0.88 to 1.88,26,5.97,5,Over 5% higher,4.53,4,Within 5%,3.84 to 6.30,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,221,States of Guernsey Health & Social Services,Crown Dependencies,,,,,-2.538998,49.456814,457,-1,-1,0,Suppressed due to small numbers,2.42,4,Within 5%,1.51 to 3.83,456,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.33 to 1.06,-1,-1,0,Suppressed due to small numbers,3.04,4,Within 5%,1.91 to 4.73,5,"Under 2,000 births",2.39,0.68,3.06
2023,222,States of Jersey Health & Social Services,Crown Dependencies,,,,,-2.110228,49.185664,798,-1,-1,0,Suppressed due to small numbers,2.38,4,Within 5%,1.36 to 3.48,798,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.32 to 1.13,-1,-1,0,Suppressed due to small numbers,3.01,4,Within 5%,2.00 to 4.60,5,"Under 2,000 births",2.39,0.68,3.06
2023,223,Stockport NHS Foundation Trust,England,,,,North West,-2.132019855,53.3837869,2899,5,1.72,2,Over 15% lower,2.6,4,Within 5%,1.80 to 3.43,2894,3,1.04,5,Over 5% higher,0.71,4,Within 5%,0.46 to 1.13,8,2.76,2,Over 15% lower,3.32,4,Within 5%,2.59 to 4.43,4,"2,000-3,999 births",2.71,0.69,3.39
2023,225,Surrey and Sussex Healthcare NHS Trust,England,,,,"Kent, Surrey and Sussex",-0.161288084,51.21860711,4202,-1,-1,0,Suppressed due to small numbers,2.71,4,Within 5%,1.96 to 3.58,4193,-1,-1,0,Suppressed due to small numbers,0.74,3,5 to 15% lower,0.47 to 1.15,11,2.62,2,Over 15% lower,3.45,4,Within 5%,2.71 to 4.54,3,"4,000 or more births",2.81,0.79,3.6
2023,3,Swansea Bay University Health Board,Wales,,,,Wales,-3.935120838,51.6846181,3335,16,4.8,5,Over 5% higher,4.21,5,Over 5% higher,2.83 to 16.71,3319,7,2.11,5,Over 5% higher,1.45,5,Over 5% higher,0.99 to 2.23,23,6.9,5,Over 5% higher,5.26,5,Over 5% higher,4.16 to 9.44,2,Level 3 NICU,3.33,1.35,4.67
2023,228,Tameside and Glossop Integrated Care NHS Foundation Trust,England,,,,North West,-2.071856536,53.49220377,2106,-1,-1,0,Suppressed due to small numbers,2.49,3,5 to 15% lower,1.50 to 3.32,2105,-1,-1,0,Suppressed due to small numbers,0.64,3,5 to 15% lower,0.38 to 1.01,-1,-1,0,Suppressed due to small numbers,3.12,3,5 to 15% lower,2.19 to 4.19,4,"2,000-3,999 births",2.71,0.69,3.39
2023,234,The Dudley Group NHS Foundation Trust,England,,,,West Midlands,-2.117749817,52.50230635,4097,10,2.44,3,5 to 15% lower,2.69,4,Within 5%,2.03 to 3.59,4087,5,1.22,5,Over 5% higher,0.83,4,Within 5%,0.53 to 1.36,15,3.66,4,Within 5%,3.51,4,Within 5%,2.85 to 4.74,3,"4,000 or more births",2.81,0.79,3.6
2023,235,The Hillingdon Hospitals NHS Foundation Trust,England,,,,London,-0.460905351,51.52551554,3953,18,4.55,5,Over 5% higher,2.87,5,Over 5% higher,2.23 to 4.20,3935,3,0.76,5,Over 5% higher,0.69,4,Within 5%,0.44 to 1.07,21,5.31,5,Over 5% higher,3.56,4,Within 5%,2.92 to 5.00,4,"2,000-3,999 births",2.71,0.69,3.39
2023,236,The Leeds Teaching Hospitals NHS Trust,England,,,,Yorkshire & Humber,-1.551743589,53.8014452,8461,34,4.02,5,Over 5% higher,3.32,5,Over 5% higher,2.60 to 4.72,8427,23,2.73,5,Over 5% higher,2.05,5,Over 5% higher,1.26 to 3.35,57,6.74,5,Over 5% higher,5.34,5,Over 5% higher,4.25 to 7.41,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,238,The Newcastle upon Tyne Hospitals NHS Foundation Trust,England,,,,Northern,-1.618109403,54.97975251,5649,16,2.83,3,5 to 15% lower,3.01,4,Within 5%,2.28 to 3.91,5633,11,1.95,5,Over 5% higher,1.5,4,Within 5%,1.09 to 2.19,27,4.78,5,Over 5% higher,4.52,4,Within 5%,3.85 to 5.88,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,295,The Portland Hospital for Women and Children,England,,,,,-0.144347512,51.52315622,1395,-1,-1,0,Suppressed due to small numbers,2.27,3,5 to 15% lower,1.17 to 3.34,1394,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.32 to 1.13,-1,-1,0,Suppressed due to small numbers,2.92,4,Within 5%,1.81 to 4.11,5,"Under 2,000 births",2.39,0.68,3.06
2023,241,The Princess Alexandra Hospital NHS Trust,England,,,,East of England,0.086303423,51.77134302,3589,-1,-1,0,Suppressed due to small numbers,2.63,4,Within 5%,1.84 to 3.68,3582,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.42 to 1.06,9,2.51,2,Over 15% lower,3.3,4,Within 5%,2.60 to 4.45,4,"2,000-3,999 births",2.71,0.69,3.39
2023,242,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,England,,,,East of England,0.446999307,52.7567811,1842,-1,-1,0,Suppressed due to small numbers,2.51,4,Within 5%,1.81 to 4.21,1834,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.33 to 1.11,9,4.89,5,Over 5% higher,3.16,4,Within 5%,2.46 to 5.06,5,"Under 2,000 births",2.39,0.68,3.06
2023,244,The Rotherham NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.342572782,53.41441098,2575,-1,-1,0,Suppressed due to small numbers,2.65,4,Within 5%,1.87 to 3.52,2569,-1,-1,0,Suppressed due to small numbers,0.69,4,Within 5%,0.43 to 1.08,8,3.11,3,5 to 15% lower,3.34,4,Within 5%,2.59 to 4.45,4,"2,000-3,999 births",2.71,0.69,3.39
2023,248,The Royal Wolverhampton NHS Trust,England,,,,West Midlands,-2.095949322,52.59772641,5233,24,4.59,5,Over 5% higher,3.52,5,Over 5% higher,2.63 to 4.76,5209,9,1.73,5,Over 5% higher,1.37,4,Within 5%,0.95 to 2.09,33,6.31,5,Over 5% higher,4.88,4,Within 5%,4.02 to 6.40,2,Level 3 NICU,3.33,1.35,4.67
2023,249,The Shrewsbury and Telford Hospital NHS Trust,England,,,,West Midlands,-2.793751663,52.70935697,3981,7,1.76,2,Over 15% lower,2.55,3,5 to 15% lower,1.74 to 3.49,3974,3,0.75,5,Over 5% higher,0.69,4,Within 5%,0.44 to 1.05,10,2.51,2,Over 15% lower,3.24,4,Within 5%,2.47 to 4.22,4,"2,000-3,999 births",2.71,0.69,3.39
2023,201,Torbay and South Devon NHS Foundation Trust,England,,,,South West,-3.553790102,50.48232531,1734,-1,-1,0,Suppressed due to small numbers,2.21,3,5 to 15% lower,1.13 to 3.26,1734,-1,-1,0,Suppressed due to small numbers,0.71,4,Within 5%,0.39 to 1.26,-1,-1,0,Suppressed due to small numbers,2.9,3,5 to 15% lower,1.84 to 4.20,5,"Under 2,000 births",2.39,0.68,3.06
2023,252,United Lincolnshire Hospitals NHS Trust,England,,,,East Midlands,-0.522796303,53.23532265,4356,-1,-1,0,Suppressed due to small numbers,2.88,4,Within 5%,2.23 to 4.00,4342,-1,-1,0,Suppressed due to small numbers,0.74,3,5 to 15% lower,0.47 to 1.16,16,3.67,4,Within 5%,3.6,4,Within 5%,2.93 to 4.89,3,"4,000 or more births",2.81,0.79,3.6
2023,253,University College London Hospitals NHS Foundation Trust,England,,,,London,-0.137012509,51.52486543,5371,14,2.61,3,5 to 15% lower,2.97,4,Within 5%,2.28 to 3.90,5357,7,1.31,3,5 to 15% lower,1.4,4,Within 5%,0.98 to 2.02,21,3.91,3,5 to 15% lower,4.37,4,Within 5%,3.65 to 5.60,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,257,University Hospital Southampton NHS Foundation Trust,England,,,,Thames Valley and Wessex,-1.434863445,50.9352573,4997,9,1.8,2,Over 15% lower,2.86,3,5 to 15% lower,2.04 to 3.76,4988,4,0.8,2,Over 15% lower,1.24,3,5 to 15% lower,0.80 to 1.90,13,2.6,2,Over 15% lower,4.07,3,5 to 15% lower,3.31 to 5.33,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,254,University Hospitals Birmingham NHS Foundation Trust,England,,,,West Midlands,-1.829965589,52.48021804,8535,40,4.69,5,Over 5% higher,3.56,5,Over 5% higher,2.72 to 4.75,8495,9,1.06,2,Over 15% lower,1.26,3,5 to 15% lower,0.86 to 1.80,49,5.74,5,Over 5% higher,4.83,4,Within 5%,4.03 to 6.38,2,Level 3 NICU,3.33,1.35,4.67
2023,259,University Hospitals Bristol and Weston NHS Foundation Trust,England,,,,South West,-2.599390811,51.45913079,4326,8,1.85,2,Over 15% lower,2.86,3,5 to 15% lower,2.00 to 3.73,4318,3,0.69,2,Over 15% lower,1.31,3,5 to 15% lower,0.86 to 1.90,11,2.54,2,Over 15% lower,4.18,3,5 to 15% lower,3.28 to 5.31,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
